carat,price
1.01,4432
0.3,776
2.03,13229
0.63,2789
1.02,9205
1.71,12791
0.34,689
0.36,789
1.09,4395
1.18,6272
1.72,18730
1.43,6727
0.38,1010
0.32,524
0.72,2847
0.31,544
1.01,4338
0.23,402
0.33,780
0.3,473
0.53,1054
1.23,5789
0.34,765
0.51,1787
2.09,14838
0.51,1662
1.27,7219
0.3,790
1.5,15788
0.4,770
0.32,828
1.08,3168
2.19,13978
0.9,3992
0.72,2043
1.18,6678
0.43,1264
0.33,868
1.12,4829
0.25,388
0.31,390
0.7,2403
1.19,7152
0.52,930
0.32,827
0.34,765
0.73,3615
0.72,2308
1.09,5922
0.36,775
1.51,11580
0.36,729
0.4,924
0.3,789
0.41,1431
0.79,3675
0.31,609
0.81,3422
0.71,2169
0.7,1942
0.42,784
0.35,685
1.01,5861
0.51,1080
2.5,8711
0.55,2022
0.58,1634
0.53,1268
0.7,3276
0.3,506
0.36,593
1.5,10989
1.04,2745
0.4,612
0.78,3113
0.42,1245
0.71,2131
0.5,1006
0.23,583
0.3,911
1.01,8403
0.56,2066
0.33,521
1.21,5184
1.02,5183
0.3,506
0.57,1851
0.91,3112
1.22,8779
1.02,8011
0.35,916
0.31,435
1.5,8603
0.29,607
2,15510
0.3,393
2.02,13554
0.77,2667
0.91,4731
0.27,620
0.3,432
1.04,8098
0.23,600
0.38,1200
0.95,4682
0.5,1746
0.4,1080
1,4824
0.3,491
1.23,6542
0.9,2138
1.13,5650
1.15,4830
1.15,4939
1.55,11562
1.21,7203
0.32,756
1.01,3462
0.77,2745
0.7,2381
0.56,1770
0.9,3764
0.31,446
1.5,4704
0.71,2169
0.7,2268
1.03,6922
1,3634
1.29,6473
0.72,2328
1.31,6857
0.71,1923
0.41,1076
0.41,923
1.02,3875
1.01,6449
0.51,1776
1,7392
0.4,1033
1.01,4242
0.41,1043
0.32,842
1,5642
0.34,898
0.9,4479
0.92,3624
0.42,1179
0.3,620
1.61,8288
1.23,6617
1.01,4072
1.7,11091
0.34,626
0.53,2163
0.33,950
1.03,3925
2.11,12226
1,4273
1.55,6901
1.05,4667
1.02,4487
2.09,15172
0.32,814
0.91,4228
0.78,2169
0.32,1170
0.31,891
0.38,586
0.74,3879
2,11966
0.32,682
0.79,2362
1.16,4323
0.53,1226
0.9,3662
0.9,3338
0.7,2535
0.33,564
0.71,3272
1.3,5421
0.56,1672
1.2,6416
0.53,1907
1.87,10137
2.03,18507
0.3,394
1.5,5460
0.3,878
1,4312
0.82,3795
0.9,2800
1.03,4764
0.86,4228
0.68,2516
0.31,571
0.52,1576
0.33,475
2.17,9078
0.59,2515
2.4,18541
1.11,12016
0.3,747
0.54,1551
1.49,6425
2.05,14224
1.51,6046
0.32,786
0.4,855
2.02,18274
0.27,721
1.13,3987
1.24,4916
0.92,3649
1.51,12648
0.71,3838
0.54,1147
0.7,3087
0.31,523
1.08,4489
0.65,2106
0.32,645
1.52,11595
1.09,4565
0.72,2440
1,4841
0.72,2879
0.43,948
0.71,2628
0.42,884
0.71,2327
0.57,1320
0.55,1368
0.31,544
0.32,702
0.33,868
0.71,3464
1,4791
0.7,3208
0.53,1786
0.9,4362
1.69,5182
1.06,5278
1,4004
0.3,838
0.61,1681
1.01,9254
1.2,6740
0.8,2906
0.41,923
0.31,625
0.4,918
0.32,449
0.63,2127
1.09,4849
1.09,4700
0.9,4133
1.24,5972
0.58,2192
0.9,4334
1.24,11716
0.24,397
0.52,1572
0.31,542
0.41,863
0.7,2857
0.84,3115
2.06,14982
0.32,900
1.28,7927
2.05,14071
0.41,827
0.7,2592
1.01,4751
0.65,2406
0.51,930
1.09,4784
0.99,2812
0.3,752
2.01,12338
0.36,729
1.1,4201
0.4,845
1.02,4044
0.96,3522
1.01,3682
1.04,5284
0.35,931
0.73,2752
0.39,1008
1.21,6105
0.32,828
0.35,1063
0.31,544
0.51,1569
0.35,614
1.51,10743
0.7,2415
0.53,1435
1,5322
2.31,16801
0.31,658
0.29,607
0.6,2190
0.33,463
1.02,5565
0.91,2348
0.32,706
1,4452
1.34,9890
0.7,2373
1.01,4751
0.4,810
0.91,4284
1.19,5562
0.9,4715
1.13,7808
0.5,1698
0.57,2095
0.31,507
0.4,1163
1.09,5640
1.16,5831
1.32,10977
0.26,403
1.22,5466
0.3,545
0.38,800
0.57,1309
2.27,15710
0.43,981
1.5,5268
1.01,3790
0.7,2137
0.5,1446
0.82,4113
1.18,4211
1.24,6805
1.01,6905
0.3,630
0.3,776
2.16,14715
1.32,6505
2.01,15475
1.24,8449
1.01,4504
0.39,1362
1.08,4485
1.01,3563
2.28,16041
0.41,904
1.06,4465
0.26,580
0.35,952
0.34,551
0.28,455
0.53,1268
0.33,743
0.71,2340
0.27,419
1.5,12787
0.54,1291
0.53,1812
0.8,3036
0.57,1914
1.13,4025
1.52,9124
1.21,5346
1.25,5500
0.56,1622
0.7,2812
0.31,698
2.03,14239
0.59,1437
0.24,559
2.02,12332
0.7,2141
2.24,17989
1.13,4689
1,3712
0.31,698
0.75,3073
0.4,1050
1.18,6013
1.54,17949
0.46,1240
1.01,4181
1.01,5166
0.46,1388
0.3,1013
0.41,1192
0.34,974
0.69,3369
0.33,854
0.9,4137
0.91,3644
0.72,2724
0.26,394
0.53,2290
0.4,1069
0.31,489
2.01,15919
1.3,6149
1.51,7695
0.26,599
1.5,10618
1.02,7602
0.32,648
0.31,625
1.04,4323
0.84,4243
1.16,5093
0.52,1146
1.12,5952
0.32,540
1.12,7781
2.02,14238
0.53,1607
1.01,6787
0.43,1064
0.27,504
0.31,789
1,4592
0.5,1746
1.11,7472
0.52,2064
1.01,2017
0.39,958
1.62,11351
0.31,734
0.51,1632
0.53,1548
0.7,2415
1.03,4557
1.02,4541
0.82,4135
1.51,6511
1.02,7485
2.02,13655
0.41,1015
0.32,556
1.64,10733
1.23,9999
1.08,7637
0.3,605
0.7,2479
0.72,3145
0.79,3605
0.32,589
0.53,1639
0.3,630
0.41,1259
1.5,10372
1.71,13904
0.54,2897
1.29,10780
1.52,8258
1,6702
1.01,5416
0.57,2147
0.53,3517
1,4195
0.31,468
0.3,382
0.28,487
0.42,838
1.56,11794
1.53,7643
0.9,3806
0.83,3198
0.71,2950
1.51,9498
0.34,1020
0.69,1946
1.01,6108
0.71,2343
0.3,886
0.3,605
1.02,5278
0.7,2656
1,3965
0.53,1268
2,18524
0.74,3434
0.54,2100
0.73,3066
1.1,5667
0.33,631
2.02,13109
0.76,3056
0.3,554
1.15,5935
0.32,505
0.72,2651
0.3,605
1.29,7126
0.36,1053
0.3,552
1.26,9158
0.33,854
0.32,758
1.01,5055
1.31,9085
0.23,530
1,9224
0.38,800
1.7,8743
0.7,2515
0.84,4068
0.27,799
1.02,5367
0.7,3092
1,3858
0.42,1388
0.34,825
0.33,727
0.4,1088
1.09,4465
1.13,12722
1.02,6597
2.02,14574
0.54,1192
1.31,5282
0.71,2717
0.72,2505
0.34,803
1.52,9108
0.4,1333
0.33,492
0.56,1127
0.7,2618
1.71,17197
0.32,720
0.79,2756
0.91,4045
0.9,4158
0.54,1846
0.34,698
0.4,694
2.09,15035
1.01,7847
1.51,14247
0.7,2355
1.7,10377
0.36,631
1.3,5096
1.08,6504
1.06,4900
0.31,914
0.53,1412
0.59,1845
1.35,5799
0.3,776
1.52,12968
0.32,756
1.26,3881
0.8,2760
0.28,448
0.33,666
0.56,1742
0.39,1368
1.08,3805
1.2,8150
0.82,3306
1.53,11127
1.53,12717
1.51,12551
0.32,1080
0.7,2273
1.16,9248
0.4,945
0.36,789
1.01,5946
1.03,7296
0.52,2012
1.5,8820
2.01,13929
0.32,477
1.21,11175
0.32,645
0.97,4639
1.02,5454
1.54,5994
0.91,4045
1.21,6299
0.31,408
2.1,13790
0.7,3063
0.7,2573
1.17,6368
1.8,14968
1.51,6546
0.6,1402
0.52,1244
0.31,864
0.31,752
0.55,1589
0.55,1319
0.36,729
0.41,861
0.7,2453
1.53,9189
0.31,840
0.54,2004
0.41,705
1.64,7154
0.5,1843
1.01,7366
0.61,2096
0.92,3679
0.33,1207
0.7,3234
0.35,906
0.75,2903
0.4,737
0.92,3282
0.31,907
0.35,748
0.32,576
0.25,575
0.52,3033
0.71,3146
0.42,847
0.39,787
0.9,3160
1,7725
0.51,1268
0.52,2267
0.74,3845
0.9,4117
0.32,589
0.3,394
1.01,9040
0.32,730
0.4,765
0.5,1436
1.5,8014
1.22,6469
0.34,995
0.53,1956
1.07,6355
0.36,648
0.25,705
0.44,1003
2.01,15395
1.01,5759
0.46,1179
0.6,1996
1.31,10071
0.74,1803
2.07,13786
0.35,716
1.01,6366
0.91,4512
0.4,855
0.41,739
0.24,552
1.16,8107
1.92,15472
1.14,7199
1,7918
1.74,11050
0.91,3756
0.74,3170
0.3,802
0.3,710
0.61,1380
0.35,1254
1.01,6416
1.23,7313
0.33,824
0.32,842
0.33,451
0.9,5828
0.33,868
0.3,814
0.9,3205
0.38,629
0.24,419
2.02,15942
0.32,561
1.03,8645
1.46,5421
1.74,16316
0.32,828
1.01,5077
0.72,2776
0.31,593
1.51,10000
0.41,611
1,4383
0.36,825
0.3,545
1.7,12681
0.56,1698
0.31,734
0.23,375
1.22,7506
1.21,6722
0.9,5116
0.73,1298
0.7,2310
0.35,872
1.23,10730
0.67,1910
0.71,2630
1,6098
1.1,3726
0.57,1949
0.53,1946
0.74,2398
0.5,2183
0.7,1749
0.39,746
0.41,910
0.37,696
0.7,2096
0.7,2812
0.3,608
0.24,554
0.33,868
0.54,1114
1.52,15649
0.78,2596
0.41,683
1.63,9556
1.51,8219
0.52,1141
0.3,473
0.38,1000
0.53,1948
1.19,7064
0.31,695
0.43,1245
1.51,8033
0.61,3011
0.54,2060
1.01,5366
0.24,552
1.1,5226
1.05,6803
0.71,2704
0.44,926
0.36,568
1.49,9132
0.74,1913
2.03,6377
0.72,2804
0.39,1097
0.26,599
1.25,7289
0.46,758
0.41,1427
1.52,10618
0.91,3751
0.5,949
0.41,1153
1.73,10957
0.4,975
1.01,4497
0.28,504
0.5,1721
0.91,3520
2.02,11119
1.08,5256
0.41,949
1.07,5327
0.39,965
1.29,6987
0.57,1608
1.31,11975
1.23,7177
0.38,633
1,3360
0.7,2656
0.4,687
0.57,2259
0.5,1359
0.35,984
0.73,3589
1.54,8301
1.01,6499
0.34,803
0.72,3326
0.44,684
1.39,12943
0.41,1076
0.32,421
1.05,3898
0.5,1799
0.31,1046
0.71,3045
1.15,5646
0.73,2037
1.01,5650
0.31,462
0.31,593
0.38,1096
0.52,1664
1.2,8580
0.31,647
1.12,4066
0.54,1338
2.09,12377
1.01,8957
0.23,373
1.53,12731
2.02,16565
0.41,1243
0.73,3487
1.2,4744
1.29,9243
2.24,15730
1.24,4937
1.2,7865
1.52,11804
0.77,2278
0.54,1338
0.27,796
2.01,17095
1.01,3869
1.01,4239
1.04,5344
1.04,3512
1.46,12151
0.71,3431
1.13,4854
0.33,928
0.61,1239
0.91,3723
0.5,1397
0.4,1017
0.32,645
1.1,10577
0.7,2274
0.26,580
1.14,5228
0.6,1295
1.08,5049
0.36,608
0.3,506
0.56,1612
0.28,492
2.01,16319
0.25,582
1.03,4101
1.22,7262
0.3,933
0.41,1107
1.05,4857
2.29,13701
0.83,2915
0.46,1834
0.31,461
0.7,2066
0.54,1944
0.51,1895
1.67,12406
1.01,6244
0.72,2354
0.29,504
0.4,1292
2,12554
2,11792
0.58,2245
1,3763
0.45,978
0.39,697
0.51,1562
0.3,515
0.31,816
0.31,734
0.91,4849
0.26,635
0.26,658
0.78,4350
0.25,705
0.51,1546
0.4,842
0.31,757
1.11,4073
0.32,576
0.31,680
0.82,3439
0.91,3438
1.02,5356
1,6386
0.51,1443
1.51,7018
1.21,9878
0.7,1775
1,3422
1.02,7326
0.56,1580
1.01,6563
0.51,1574
1.04,7294
2.16,18678
0.31,789
1.01,7507
0.5,1436
0.34,765
1.01,5861
0.31,798
0.36,1002
0.33,810
1.04,6908
0.9,4498
1.23,6199
0.9,4178
0.68,2526
1.29,6097
1.2,8596
2.5,17028
0.53,2395
0.3,911
0.7,1979
0.32,720
0.26,539
0.31,734
1.58,6441
0.6,2016
1.12,8430
1.01,4395
1.13,8253
0.58,1605
1.04,6360
0.36,756
0.41,969
1.22,6012
1.05,3881
2.14,16390
0.41,1153
0.39,975
1.01,4909
0.76,2491
0.36,537
1.09,6546
0.59,1371
0.38,866
0.5,1583
1.35,7673
0.72,2671
1,5921
0.31,802
0.36,525
0.81,2795
0.9,4351
2,13351
0.2,367
1.15,4851
0.73,1654
0.41,876
0.9,4479
0.3,603
1.11,7740
0.31,914
1.02,4718
1.21,5184
1.01,3722
0.23,485
1.22,6695
0.42,921
0.35,1024
0.36,475
0.34,765
0.9,3848
2.01,18474
0.4,975
1.95,14603
1.35,7918
1.14,4702
1.19,6781
0.36,718
1.17,5373
0.34,447
0.82,3363
0.35,509
0.7,1998
0.54,1259
0.39,677
1.37,11314
0.41,876
1.53,13189
1.15,5851
0.7,2535
0.67,1897
0.32,1204
1.06,5445
1.52,11235
1.02,3119
0.31,698
0.8,3564
2.07,18344
0.83,3195
0.52,1802
1.01,4855
1.2,7646
0.34,1014
0.91,3666
0.34,686
0.51,1656
0.4,975
1.53,9596
0.71,2111
0.55,1175
1.21,4990
1.5,12862
1.15,6300
0.33,575
1.04,6290
0.7,2608
0.31,732
1.31,5446
0.31,977
0.4,1186
0.24,419
0.31,573
0.82,2602
0.31,942
1,3511
1.15,6492
1.04,9882
0.41,1082
1.04,6458
0.74,2690
1.08,4656
0.71,2319
1.53,13119
0.72,1942
0.32,645
0.72,2393
0.5,1624
0.38,666
1.71,7695
0.34,695
0.71,2606
1.02,5398
0.31,571
1,3248
0.53,1268
0.93,4081
0.41,1367
1.35,6199
1.04,4368
0.25,548
0.71,2686
2.01,14752
1.5,8910
0.79,2389
1.23,10276
1.29,6097
1,7403
0.7,2929
0.3,911
0.3,565
0.7,3123
2.11,12937
0.33,694
0.42,1031
0.7,3602
0.3,878
0.53,1950
0.7,3154
0.54,1260
0.44,1294
1.51,13162
0.7,2952
1.03,5364
0.32,547
1.01,4480
0.73,3913
0.73,2733
0.32,756
0.34,445
2.18,12631
1.2,6177
0.31,732
0.51,1546
2.08,13206
0.92,2880
1.09,4322
0.57,1019
1.51,10085
0.24,552
0.41,1255
1.02,4712
0.42,773
1.59,11018
0.3,642
1.31,5480
0.42,1327
0.33,666
0.25,512
0.81,2858
1.01,7887
1.11,3956
0.72,2998
0.45,1282
0.51,1741
2.12,18164
0.4,1158
0.43,780
2.14,16914
1.01,7814
0.37,833
1.5,14618
0.3,710
0.29,541
0.52,1742
1.55,8593
1.05,4516
1.21,4879
0.4,840
0.7,2184
0.32,718
0.75,2250
1,7260
1.37,5284
0.8,2870
0.32,1095
0.45,764
1.52,12498
1.04,3611
1.16,7451
1.23,9119
0.97,7415
0.33,984
0.44,772
0.53,1654
0.7,1990
0.33,965
1.06,4643
1.29,9105
0.9,4309
0.7,1840
0.32,758
1.07,5764
1.11,5061
0.3,526
0.55,1084
0.3,732
0.7,2757
1,4534
0.35,706
0.34,765
0.39,1207
2.03,15153
1.54,5028
1.01,5147
1,4586
1.34,6463
0.37,843
1.12,3838
1.18,5477
0.4,807
0.37,649
0.71,1448
0.38,1100
0.7,2429
0.61,1821
0.34,596
0.36,1053
0.7,2400
0.7,2777
0.4,666
1.06,5143
0.48,2275
0.53,1867
0.3,844
1.37,12342
1.58,13397
1.8,11948
0.3,658
1.13,7875
0.67,2010
0.3,710
0.5,1654
0.35,709
0.8,2677
1.22,7154
0.73,2426
1.03,6460
1,6989
0.31,882
0.76,2788
0.71,2964
0.74,2917
1.01,5050
2.33,14711
1.13,4708
0.32,990
0.56,1723
1.13,4271
0.9,4072
1.09,4578
0.41,784
0.31,625
1.11,7275
0.91,3588
1,6600
0.56,1580
0.3,432
0.9,3774
0.31,725
0.72,3492
0.31,1046
1.22,5602
0.33,1240
0.75,3263
1.5,8427
0.32,933
0.4,687
0.27,575
0.54,1662
0.4,900
0.57,2052
1.72,8900
0.9,3752
1.21,5597
0.24,485
1.02,3713
0.95,4469
1.14,5937
0.37,649
0.32,842
0.42,1031
0.3,565
0.92,3697
1.55,8301
0.35,829
1.55,12951
0.71,3553
0.53,2271
0.34,1014
1.2,6626
0.55,1715
1.36,9178
1.01,4436
1.54,12308
0.36,459
1.53,12616
1.05,4682
0.7,3235
0.32,972
1.37,12207
0.34,689
0.36,933
1.5,8736
0.39,790
1.51,9107
0.31,872
0.56,1819
0.7,1792
2.22,14637
1.33,5785
0.41,1007
0.38,1157
0.3,779
0.29,721
0.53,1000
0.74,2487
0.38,705
0.3,789
1.58,13434
1.5,3175
0.23,485
0.34,881
0.38,1327
0.78,2130
2.1,12401
0.76,3064
1.07,6213
1.02,8303
0.33,1052
0.53,1395
2.02,18236
0.5,1593
0.55,2116
0.35,748
1.11,5284
1.23,9921
0.34,537
0.4,945
0.5,1746
0.54,1662
0.7,1597
0.31,1105
0.46,1637
1.03,5105
0.48,1791
0.31,544
1.25,7305
0.62,1101
0.33,608
1.18,6053
0.7,2553
1.5,11554
0.61,1877
1.35,7182
0.31,544
1.01,6066
0.51,1402
0.7,2209
0.42,914
0.3,421
1.54,7727
1.21,6573
1.39,10476
1.01,5000
0.71,2659
0.71,3080
1.07,5561
0.5,1436
0.25,525
0.54,1662
2.5,13278
0.9,2930
0.5,1378
0.31,816
1,3651
0.3,526
1.13,4584
2,12576
0.9,3519
0.36,571
1.01,10499
0.72,2440
0.5,2016
0.31,435
0.28,487
0.29,481
0.4,791
1,4189
0.51,2025
0.73,2707
0.35,829
0.41,1442
0.7,1961
0.5,1635
0.3,814
1.5,16169
0.36,810
0.51,1222
1.51,16669
0.6,2061
0.3,789
0.33,463
0.53,2830
1.01,5062
1.53,13206
1.26,12237
0.5,2160
1.2,8380
0.32,720
0.93,3359
1.26,5015
0.3,447
1.71,14731
0.77,3489
0.54,1662
1.5,9384
0.51,1974
0.54,1892
0.55,1141
0.59,1709
0.3,1013
0.32,954
0.58,1884
0.43,1207
1.72,8324
0.71,4937
0.3,687
1.17,5585
0.41,964
1,5656
0.3,450
0.27,760
1.01,6587
0.56,1334
0.5,1921
0.31,558
0.42,700
0.32,645
0.5,1729
0.42,810
1.37,12455
1.5,8400
0.9,3954
0.3,473
1.22,5807
0.7,2956
1.69,17338
0.5,1654
0.38,1069
0.92,3618
1.04,3774
0.9,4136
0.54,1754
0.7,2177
2.01,12084
1.03,4522
0.61,1911
2.01,14040
0.34,1130
0.42,1142
0.81,2641
1.13,3127
0.43,830
0.3,814
0.3,725
0.32,505
0.81,2655
0.32,645
1.06,5834
1.15,4572
0.7,3017
0.35,798
1,5967
2,18759
0.55,1867
1.07,4698
0.24,436
0.7,2150
0.3,949
1.19,3739
0.62,1942
0.57,1613
0.61,2243
0.72,2746
0.52,1575
0.57,1429
1.5,14361
0.39,745
0.32,814
1.51,8372
0.31,680
0.4,1043
1.25,6030
0.58,1356
1.03,3893
1.05,4126
1.44,7580
0.33,1052
1.01,4672
1.27,4936
0.32,589
0.7,1940
0.34,596
2.13,13370
0.64,1646
1.13,7066
0.7,2444
0.5,1262
0.45,1337
2.33,17504
0.9,5511
0.57,1949
0.53,1591
0.72,2492
1.54,14188
0.3,605
1.19,3572
0.3,776
0.76,3894
0.36,597
1.2,4234
0.7,1843
0.59,2294
0.39,1097
1.01,4705
0.24,391
2.18,15850
0.62,2311
2.01,12639
0.32,673
0.32,653
0.42,984
0.61,3036
0.5,1020
0.79,3583
0.59,2068
0.4,765
0.56,2833
0.9,3016
0.32,796
0.41,961
0.52,1760
1.06,6483
0.5,2297
0.75,2835
0.43,1056
0.36,872
1.2,7380
0.3,608
0.53,1000
1.01,4327
1,5883
0.72,2956
0.3,776
1.21,6069
0.5,1845
1.21,8879
1.51,7780
0.42,760
0.23,505
1.53,12616
1,6349
0.4,1172
2.13,17045
1.2,4963
0.73,2821
1.05,4937
0.4,1056
0.7,1814
0.42,898
0.54,1227
0.3,1041
0.5,1238
1.65,9791
0.72,2345
0.53,1286
0.31,571
1.22,10888
0.32,758
2.01,14812
1.03,4843
0.31,772
0.8,3146
1.57,11068
0.38,1069
1.1,4004
0.33,579
0.53,3352
0.32,554
0.6,1601
1.25,16823
0.3,844
0.41,863
2.01,15394
0.72,2068
1.09,8057
1.14,11737
0.51,1116
0.92,3895
1.75,17017
0.32,576
0.27,682
0.31,635
0.32,936
0.55,2251
2.05,15109
1.1,5583
0.52,1911
1.64,10929
0.51,1574
0.61,2182
1.02,8042
1.5,4704
1.25,5040
1,4901
0.35,1000
1.6,6272
1.4,10351
0.61,2823
0.92,4404
2.17,14452
1.01,6618
1.11,5042
0.71,2704
0.9,3709
1.01,11480
0.76,2815
0.35,827
1.22,5356
0.41,999
1.24,6840
2.37,16059
1.52,12707
0.3,684
0.9,4964
0.52,1872
0.31,435
0.91,5825
0.43,1129
0.32,662
0.33,854
0.31,625
1.06,4516
1.51,7292
0.5,1217
0.8,2867
0.57,1571
0.74,3130
0.63,2481
0.44,1009
0.54,1567
0.3,675
0.82,2939
0.38,1004
1.02,4414
0.52,2063
0.71,2376
0.25,740
1.63,9504
0.63,2040
0.71,3518
0.5,2033
0.42,1103
2.04,12095
0.4,1035
0.31,732
1.03,4874
0.31,537
1.05,6604
0.34,596
0.7,2342
2.05,12891
0.8,1838
0.26,453
0.73,2770
1.08,5018
0.7,2010
0.31,707
1.01,3611
0.7,1814
1.06,5480
0.31,544
1.51,10113
1.2,4234
2.03,16792
0.35,706
1.11,4315
0.39,1290
1.03,4283
1.01,6075
0.4,982
2.04,17952
1.01,4759
0.4,855
1.01,4632
1.01,4559
1.24,5444
0.77,2885
0.79,2898
0.39,913
0.32,720
0.42,646
0.85,2442
0.51,1875
1.16,4326
0.73,2485
2.23,16025
0.43,905
0.33,723
0.59,1572
1.06,8093
0.41,920
0.31,914
0.51,1381
0.32,768
0.5,1980
1.05,8850
0.55,1316
2.1,12308
0.52,2012
1.07,5143
0.31,882
0.59,2159
0.71,2262
0.74,3130
2.05,16431
0.29,504
1.06,3633
0.41,1107
0.72,2206
1.21,10685
0.77,3544
1.14,7819
0.96,4186
0.36,1094
0.46,1179
1.07,4401
0.57,1754
0.9,4155
0.26,456
0.4,1263
1.01,4197
0.76,3443
1.1,9053
0.32,550
1.12,4498
0.51,1312
0.48,2677
0.24,393
1.04,4906
1.01,5002
0.47,1093
1.5,7308
0.56,1761
0.91,4642
0.55,1980
1.01,6132
1.04,3564
1.01,6533
0.7,1865
1,4925
1.07,2375
1.5,7177
1.16,5537
1,2873
0.23,640
0.35,1044
0.41,1153
0.9,3669
2,17953
1,5819
0.39,1127
1.28,9335
0.39,511
1.56,8858
0.3,605
0.57,1746
0.31,583
1.1,4712
2.02,13144
0.43,943
1.08,5805
0.43,1129
1.02,3519
0.26,547
0.27,583
1.15,6955
0.29,504
0.49,965
0.5,1838
1.61,13873
1.01,6295
0.3,422
0.73,2365
0.94,6488
0.51,1403
1.01,3991
1.71,13287
0.28,487
0.33,521
1.02,8181
1.04,4244
0.37,779
0.34,686
0.55,1134
1.71,10438
1.05,3822
0.9,3780
0.82,2165
0.92,5886
0.3,640
0.52,1828
0.7,2827
0.53,1122
1.51,6936
0.71,1993
0.54,1662
0.9,3105
0.3,709
0.41,961
1.34,5756
0.23,442
0.32,345
1.33,9876
0.34,995
1.03,5330
3,14918
0.96,4265
2.01,9658
0.38,1218
3,10863
0.9,3303
1.53,9823
0.9,3803
0.5,1571
0.4,1164
1.01,4836
0.7,2657
0.32,559
0.7,2396
0.32,421
1.5,8732
0.63,1932
0.3,612
1.13,13968
1.02,4381
1,4480
0.5,1031
1.96,6147
0.37,586
2.01,12257
0.8,3005
0.6,1402
0.33,1002
0.32,756
0.31,1061
0.7,2048
0.46,863
0.34,556
1.08,4344
0.9,3253
0.9,3099
0.34,1033
0.51,1662
1,5254
1.17,5751
0.27,622
0.72,2345
0.42,1087
0.31,435
0.7,2726
1.5,9900
2.12,17694
1.03,6783
0.32,665
1.02,6863
0.3,857
0.31,680
1.01,3768
0.72,2398
1.3,6140
0.39,1009
0.33,572
0.8,4053
0.54,1847
0.23,439
1.51,8637
0.51,1602
1.02,3483
1.51,8049
0.27,760
1.02,7292
0.41,705
0.43,905
0.56,1698
0.3,878
0.91,3610
0.32,900
0.32,972
0.6,2509
1.29,3884
0.52,1605
0.71,2479
0.27,413
0.42,945
1.05,8931
0.72,2776
1.23,8679
0.31,698
1.01,10498
0.59,1789
1.54,8917
1.07,5091
0.38,808
0.3,819
1.01,3823
1.09,3601
1.42,8529
1.51,11035
0.7,2232
0.4,982
1.22,9706
0.72,2476
1.02,6397
0.4,982
0.32,430
1.24,6958
1.01,5533
0.39,1049
0.35,644
0.7,2196
1.93,17995
0.32,730
0.3,605
0.51,1569
0.9,3084
0.92,3744
0.73,2144
0.43,838
0.71,3252
0.47,1814
0.54,1369
0.52,2238
0.51,1928
0.53,1631
0.3,776
0.3,605
0.7,3622
0.7,3115
1,5151
1.7,9380
0.9,4712
0.35,590
0.42,1221
0.3,605
0.81,3270
1.52,14692
1.51,10685
1.01,4846
2.04,11209
1.2,7074
0.55,2569
1.2,8032
0.26,452
0.32,813
1.04,3931
1,6249
0.33,579
1.04,4426
0.31,687
0.37,746
1,6177
1.01,5279
1.01,5646
1.59,9794
1.35,5758
0.9,4432
0.54,1379
0.31,625
0.37,754
0.3,976
1.65,11712
0.8,2810
1.04,6141
0.78,2622
0.73,3047
0.92,3941
0.3,574
0.46,974
0.4,658
1.03,8469
0.38,1402
0.42,1024
0.35,644
0.41,683
1.51,8260
2.11,13701
0.37,1041
0.4,1020
0.3,709
0.5,1063
0.71,2961
0.78,3253
0.91,3567
1,4956
0.34,885
1.5,5536
1.08,5247
0.23,548
0.54,2334
0.31,645
2.01,12565
0.93,4537
0.82,2841
0.7,2464
0.7,2671
0.7,2513
0.46,1018
0.72,4927
0.92,5202
1.56,6966
0.72,2979
1.1,4354
0.75,3562
1.04,4557
1.74,8653
1.02,7257
0.9,3282
1.71,16779
0.52,1822
0.39,1095
1.21,5285
0.9,3581
0.3,507
0.33,511
1,7163
1.22,7310
0.9,5279
0.72,2724
0.72,2724
1.12,11403
0.4,988
0.35,906
0.6,1306
0.3,776
1.62,15318
0.81,2950
1.01,7198
1.3,12745
1.2,4368
0.91,3579
0.48,1020
1.51,10331
0.32,548
0.53,1268
0.77,3240
0.7,2042
0.51,1334
1.7,14266
1,5051
0.41,732
1.03,4406
1.5,13710
0.41,1076
1.51,9416
1.54,7589
0.32,842
1,4234
0.7,2376
2.01,11954
0.86,1950
1.22,5192
0.76,3423
0.9,3910
2.03,11951
1.02,5301
0.3,776
0.35,1266
0.54,2180
0.53,1432
0.72,2869
0.32,602
0.74,1982
0.38,568
0.37,925
0.32,648
1,3541
0.73,1902
0.73,3346
1.01,4197
0.33,699
1.51,13115
0.55,1272
0.7,2985
1.24,5741
1.12,9138
0.76,2469
0.7,3206
0.6,1350
2.72,6870
0.32,561
1.12,4325
0.38,1112
1.07,8393
0.4,828
1.36,12608
1.03,6922
1.64,5624
1.51,7441
0.42,992
1.51,8049
1.09,5165
1.01,6613
0.35,790
1.21,10482
0.92,4039
0.3,550
0.7,2330
2.04,9802
0.52,1385
0.31,625
0.27,577
0.98,2855
1.1,4791
0.41,827
0.79,4858
0.32,561
1.15,5526
0.35,1167
0.39,988
2.05,16641
0.33,550
1.51,12236
0.29,815
2.06,9967
1,4646
0.8,2263
0.53,1190
1.23,7988
0.42,1052
1.01,4899
1,3780
0.3,441
0.38,1000
0.35,923
1.01,9140
1.6,9901
1.6,11189
1.63,7100
0.56,1698
0.4,1397
0.33,433
0.3,552
0.33,891
0.31,707
